"File Name","Sort Name","Sort Order","Image Agent Name#1","Image Title#1","Image Title Type#1","Image Source#1","Image Source Type#1","Image Source Refid#1","Image Source Refid Type#1","Local Call Number#1","Subject Term#1","Subject Type#1","Subject Vocab#1","Subject Refid#1","Subject Term#2","Subject Type#2","Subject Vocab#2","Subject Refid#2","Subject Term#3","Subject Type#3","Subject Vocab#3","Subject Refid#3","Subject Term#4","Subject Type#4","Subject Vocab#4","Subject Refid#4","Subject Term#5","Subject Type#5","Subject Vocab#5","Subject Refid#5","Subject Term#6","Subject Type#6","Subject Vocab#6","Subject Refid#6","Subject Term#7","Subject Type#7","Subject Vocab#7","Subject Refid#7","Subject Term#8","Subject Type#8","Subject Vocab#8","Subject Refid#8","Collection Name#1","Work Repository Holding Institution#1","Image Rights#1","Measurement#1","Measurement Type#1","Measurement Unit#1","Measurement#2","Measurement Type#2","Measurement Unit#2","Measurement#3","Measurement Type#3","Measurement Unit#3","Image Date#1","Image Date Type#1","(Image) Work Type#1","(Image) Work Type Vocab#1","(Image) Work Type Refid#1","Work Agent Name#1","Work Agent Type#1","Work Agent Role#1","Work Agent Name#2","Work Agent Type#2","Work Agent Role#2","Work Agent Name#3","Work Agent Type#3","Work Agent Role#3","Work Agent Name#4","Work Agent Type#4","Work Agent Role#4","Work Agent Name#5","Work Agent Type#5","Work Agent Role#5","Work Agent Name#6","Work Agent Type#6","Work Agent Role#6","Work Title#1","Work Title Type#1","Work Date#1","Work Date Type#1","Work Description#1","Work Measurement#1","Work Measurement Unit#1","Work Measurement Type#1","Work Type#1","Work Type Vocab#1","Work Type Refid#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"b2602763xfr.tif","abandoned farmer","1","","The abandoned farmer","General view","Preston, Sydney Herman. The abandoned farmer. New York: C. Scribner, 1901.","Book","<a href=""http://libraries.colorado.edu/record=b2602763~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2602763~S3</a>","URI","PS3531.R3 A2 1901x Pub Binding","Pictorial cloth bindings United States 20th century","descriptiveTopics","rbbin","","flowers (plants)","descriptiveTopics","aat","300132399","trees","descriptiveTopics","aat","300132410","houses","descriptiveTopics","aat","300005433","hills","descriptiveTopics","aat","300008777","fruit","descriptiveTopics","aat","300011868","Clouds","descriptiveTopics","lctgm","tgm002200","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","37,573,524","fileSize","bytes","2007/08/22","Scan date","Digital image","aat","300215302","Preston, Sydney Herman","Personal","Author","Edwards, George Wharton","Personal","Binding designer","","","","","","","","","","","","","The abandoned farmer","Traditional","1901","Publication","Publisher's gray cloth binding with illustration on front cover of cottage in green, white and pink, surrounded by fruits and a heavy black rule. Abbreviated design on spine. Top edge yellow. Designed by George Wharton Edwards.","18","cm","Height","Covers (Illustration)","lctgm","tgm002670","161114","4780","b2602763xbk.jpg|b2602763xsp.jpg|b2602763xfr.jpg",""
"b25889941fr.tif","adventures of a modest man","1","","The adventures of a modest man","General view","Chambers, Robert W. The adventures of a modest man. New York: D. Appleton and Company, 1911.","Book","<a href=""http://libraries.colorado.edu/record=b2588994~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2588994~S3</a>","URI","PS1284 .A68 1911x Pub Binding","Embossed cloth bindings United States 20th century","descriptiveTopics","rbbin","","leaf (plant material)","descriptiveTopics","aat","300011892","patterns (design elements)","descriptiveTopics","aat","300010108","","","","","","","","","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","38,133,760","fileSize","bytes","2008/03/20","Scan date","Digital image","aat","300215302","Chambers, Robert W. (Robert William)","Personal","Author","Frederick, Edmund","Personal","Illustrator","","","","","","","","","","","","","The adventures of a modest man","Traditional","1911","Publication","Publisher's red cloth binding with embossed design of leaves and white stamped lettering on front cover and spine.","19","cm","Height","Covers (Illustration)","lctgm","tgm002670","166393","4780","b25889941sp.jpg|b25889941bk.jpg|b25889941fr.jpg",""
"RostanLAF.tif","Aiglon: a play in six acts","1","","L'Aiglon: a play in six acts","General view","Rostand, Edmond. L'Aiglon: a play in six acts. New York: R.H. Russell, 1901.","Book","<a href=""http://libraries.colorado.edu/record=b1738870~S3"" target=""_blank"">http://libraries.colorado.edu/record=b1738870~S3</a>","URI","PQ2635.O7 A32 1901 Pub Binding","Pictorial cloth bindings United States 19th century","descriptiveTopics","rbbin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","49,804,288","fileSize","bytes","2006/08/01","Scan date","Digital Image","aat","300215302","Parker, Louis Napoleon","Personal","","Rostand, Edmond","Personal","Author","","","","","","","","","","","","","L'Aiglon: a play in six acts","Traditional","1901","Publication","Copy has publisher's blue cloth binding with pattern in gold of bees and violets on front cover.","21","cm","Height","Covers (Illustration)","lctgm","tgm002670","188544","4780","RostanLAB.jpg|RostanLAF.jpg",""
"JohnsoAlF.tif","Along French byways","1","","Along French byways","General view","Johnson, Clifton. Along French byways. New York: The Macmillan company, 1900.","Book","<a href=""http://libraries.colorado.edu/record=b1366542~S3"" target=""_blank"">http://libraries.colorado.edu/record=b1366542~S3</a>","URI","DC28 .J66 1900x Pub Binding","Pictorial cloth bindings United States 20th century","descriptiveTopics","rbbin","","travelers","descriptiveTopics","aat","300025879","walking","descriptiveTopics","aat","300248181","roads","descriptiveTopics","aat","300008217","","","","","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","48,297,556","fileSize","bytes","2006/08/09","Scan date","Digital image","aat","300215302","Johnson, Clifton","Personal","Author","","","","","","","","","","","","","","","","Along French byways","Traditional","1900","Publication","Publisher's green cloth binding with illustration of peasant in light blue, dark blue and white on front cover with gold frame and lettering.","20","cm","Height","Covers (Illustration)","lctgm","tgm002670","163519","4780","JohnsoAlB.jpg|JohnsoAlF.jpg",""
"b13687323fr.tif","America and the Americans from a French point of view","1","","America and the Americans from a French point of view","General view","Collier, Price. America and the Americans from a French point of view. New York: C. Scribner's Sons, 1897.","Book","<a href=""http://libraries.colorado.edu/record=b1368732~S3"" target=""_blank"">http://libraries.colorado.edu/record=b1368732~S3</a>","URI","E168 .C69 1897x Pub Binding","Pictorial cloth bindings United States 19th century","descriptiveTopics","rbbin","","cityscapes (representations)","descriptiveTopics","aat","300015571","People","descriptiveTopics","lctgm","tgm007607","clothing","descriptiveTopics","aat","300266639","locomotives","descriptiveTopics","aat","300113388","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","37,506,048","fileSize","bytes","2008/02/13","Scan date","Digital image","aat","300215302","Collier, Price","Personal","Author","","","","","","","","","","","","","","","","America and the Americans from a French point of view","Traditional","1897","Publication","Publisher's white cloth binding with illustration of travellers in front of cityscape in red, blue and black on front and back covers and black lettering on the covers and spine.","19","cm","Height","Covers (Illustration)","lctgm","tgm002670","166498","4780","b13687323bk.jpg|b13687323sp.jpg|b13687323fr.jpg",""
"b11628492fr.tif","Among English hedgerows","1","","Among English hedgerows","General view","Johnson, Clifton. Among English hedgerows. New York: The Macmillan co, 1899.","Book","<a href=""http://libraries.colorado.edu/record=b1162849~S3"" target=""_blank"">http://libraries.colorado.edu/record=b1162849~S3</a>","URI","DA625 .J66 1899x Pub Binding","Pictorial cloth bindings United States 20th century","descriptiveTopics","rbbin","","Sun","descriptiveTopics","lctgm","tgm010370","walking","descriptiveTopics","aat","300248181","roads","descriptiveTopics","aat","300008217","People","descriptiveTopics","lctgm","tgm007607","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","44,191,852","fileSize","bytes","2007/04/25","Scan date","Digital image","aat","300215302","Johnson, Clifton","Personal","Author","","","","","","","","","","","","","","","","Among English hedgerows","Traditional","1899","Publication","Special Collections copy has publisher's blue cloth binding with illustration of workers on road at sunrise stamped on front cover in black and gold. Norlin copy slightly diffferent design and colors.","19","cm","Height","Covers (Illustration)","lctgm","tgm002670","159974","4780","b11628492bk.jpg|b11628492sp.jpg|b11628492fr.jpg",""
"b19294062fr.tif","Among the Himalayas","1","","Among the Himalayas","General view","Waddell, L.A. Among the Himalayas. Westminster : Archibald Constable & Co., 1899.","Book","<a href=""http://libraries.colorado.edu/record=b1929406~S3"" target=""_blank"">http://libraries.colorado.edu/record=b1929406~S3</a>","URI","DS485.H6 W2 1899","Publishers' cloth bindings United States 19th century","descriptiveTopics","rbbin","","mountains","descriptiveTopics","aat","300008795","Packtrains","descriptiveTopics","lctgm","tgm007378","","","","","","","","","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","63,953,920","fileSize","bytes","2008/02/06","Scan date","Digital image","aat","300215302","McCormick, A.D.","Personal","Illustrator","Waddell, L.A.","Personal","Author","","","","","","","","","","","","","Among the Himalayas","Traditional","1899","Publication","","25","cm","Height","Covers (Illustration)","lctgm","tgm002670","188670","4780","b19294062fr.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~32~32~188670~110683"
"b21004092fr.tif","amulet","1","","The amulet","General view","Murfree, Mary Noailles. The amulet. New York: The Macmillan company, 1906.","Book","<a href=""http://libraries.colorado.edu/record=b2100409~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2100409~S3</a>","URI","PS2454 A6 1906x Pub Binding","Pictorial cloth bindings United States 20th century","descriptiveTopics","rbbin","","Clouds","descriptiveTopics","lctgm","tgm002200","Feathers","descriptiveTopics","lctgm","tgm003898","arrows","descriptiveTopics","aat","300036976","forts","descriptiveTopics","aat","300006909","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","40,156,160","fileSize","bytes","2007/08/14","Scan date","Digital image","aat","300215302","Murfree, Mary Noailles","Personal","Author","Richards, Amy","Personal","Binding designer","","","","","","","","","","","","","The amulet","Traditional","1906","Publication","Publisher's brown cloth binding with design in red, black and white on front cover of two arrows, flanking a panel with illustration of a fort. Gold lettering on front cover and spine. Designed by Amy Richards.","20","cm","Height","Covers (Illustration)","lctgm","tgm002670","166568","4780","b21004092sp.jpg|b21004092fr.jpg|b21004092bk.jpg",""
"b26531720fr.tif","Andersonville","1","","Andersonville","General view","McElroy, John. Andersonville. Toledo: D. R. Locke, 1879.","Book","<a href=""http://libraries.colorado.edu/record=b2653172~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2653172~S3</a>","URI","E612.A5 M4 1879x Pub Binding","Pictorial cloth bindings United States 19th century","descriptiveTopics","rbbin","","vines","descriptiveTopics","aat","300132406","forts","descriptiveTopics","aat","300006909","Birds","descriptiveTopics","lctgm","tgm001044","soldiers","descriptiveTopics","aat","300185678","War casualties","descriptiveTopics","lctgm","tgm011474","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","42,340,352","fileSize","bytes","2008/02/20","Scan date","Digital image","aat","300215302","McElroy, John","Personal","Author","","","","","","","","","","","","","","","","Andersonville","Traditional","1879","Publication","Publisher's blue cloth binding with illustration on front cover of prison in gold and title in black with black vine, surrounded by black frame. Black and gold illustration of prison on spine. Brown endpapers.","23","cm","Height","Covers (Illustration)","lctgm","tgm002670","166604","4780","b26531720sp.jpg|b26531720fr.jpg|b26531720bk.jpg",""
"b12512047fr.tif","Arkansas planter","1","","An Arkansas planter","General view","Read, Opie Percival. An Arkansas planter. Chicago: Rand, McNally & Company. 1896.","Book","<a href=""http://libraries.colorado.edu/record=b1251204~S3"" target=""_blank"">http://libraries.colorado.edu/record=b1251204~S3</a>","URI","PS2679.R6 A7 1896x Pub Binding","Pictorial cloth bindings United States 19th century","descriptiveTopics","rbbin","","houses","descriptiveTopics","aat","300005433","smoke","descriptiveTopics","aat","300073252","Plants","descriptiveTopics","lctgm","tgm007880","Cotton","descriptiveTopics","lctgm","tgm002614","Chimneys","descriptiveTopics","lctgm","tgm001990","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","40,264,704","fileSize","bytes","2007/07/18","Scan date","Digital image","aat","300215302","Read, Opie Percival","Personal","Author","Denslow, W. W. (William Wallace)","Personal","Binding designer","","","","","","","","","","","","","An Arkansas planter","Traditional","1896","Publication","Publisher's green cloth binding with olive, white and red illustration of cabin in cotton fields on front cover, continued onto spine. Designed by W. W. Denslow.","20","cm","Height","Covers (Illustration)","lctgm","tgm002670","166724","4780","b12512047bk.jpg|b12512047sp.jpg|b12512047fr.jpg",""
"b26243532fr.tif","Arline Valere","1","","Arline Valere","General view","Hallworth, Joseph. Arline Valere. Boston: L.C. Page & Company, 1901.","Book","<a href=""http://libraries.colorado.edu/record=b2624353~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2624353~S3</a>","URI","PS3515.A3685 A8 1901x Pub Binding","Pictorial cloth bindings United States 20th century","descriptiveTopics","rbbin","","People","descriptiveTopics","lctgm","tgm007607","apartment houses","descriptiveTopics","aat","300005707","sidewalks","descriptiveTopics","aat","300003893","Clotheslines","descriptiveTopics","lctgm","tgm002188","fountain pens","descriptiveTopics","aat","300022455","Paper","descriptiveTopics","lctgm","tgm007440","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","45,286,400","fileSize","bytes","2007/08/07","Scan date","Digital image","aat","300215302","Hallworth, Joseph","Personal","Illustrator","Hallworth, Joseph","Personal","Author","","","","","","","","","","","","","Arline Valere","Traditional","1901","Publication","Publisher's beige cloth binding with illustration in brown, blue, black and white of cityscape surrounding a pen and paper on front cover, with gilt lettering and black rules on front cover and spine. All edges gilt","21","cm","Height","Covers (Illustration)","lctgm","tgm002670","166760","4780","b26243532bk.jpg|b26243532sp.jpg|b26243532fr.jpg",""
"b26105834fr.tif","Armstrongs","1","","The Armstrongs","General view","Richards, Laura Elizabeth Howe. The Armstrongs. Boston: Dana Estes & Company, 1905.","Book","<a href=""http://libraries.colorado.edu/record=b2610583~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2610583~S3</a>","URI","PS2698.R8 A76 1905x Pub Binding","Pictorial cloth bindings United States 19th century","descriptiveTopics","rbbin","","trees","descriptiveTopics","aat","300132410","Children","descriptiveTopics","lctgm","tgm001966","","","","","","","","","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","39,459,840","fileSize","bytes","2007/08/14","Scan date","Digital image","aat","300215302","Richards, Laura Elizabeth Howe","Personal","Author","Richards, Julia Ward","Personal","Binding designer","","","","","","","","","","","","","The Armstrongs","Traditional","1905","Publication","Publisher's brown cloth binding, with black design of four children on front cover. Design of pine cone on spine. Gold lettering on front cover and spine. Designed by Julia Ward Richards","19","cm","Height","Covers (Illustration)","lctgm","tgm002670","166832","4780","b26105834bk.jpg|b26105834sp.jpg|b26105834fr.jpg",""
"b26843699fr.tif","army mule and other war sketches","1","","The army mule and other war sketches","General view","Castle, Henry A. The army mule and other war sketches. Indianapolis: The Bowen-Merrill company, 1898.","Book","<a href=""http://libraries.colorado.edu/record=b2684369~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2684369~S3</a>","URI","E471 .C35 1898x Pub Binding","Pictorial cloth bindings United States 19th century","descriptiveTopics","rbbin","","Carts & wagons","descriptiveTopics","lctgm","tgm001743","soldiers","descriptiveTopics","aat","300185678","Mules","descriptiveTopics","lctgm","tgm006879","Blacksmithing","descriptiveTopics","lctgm","tgm001079","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","38,525,952","fileSize","bytes","2008/02/13","Scan date","Digital image","aat","300215302","Castle, Henry A. (Henry Anson)","Personal","Author","Forbes, Edwin","Personal","Binding designer","","","","","","","","","","","","","The army mule and other war sketches","Traditional","1898","Publication","Publisher's red cloth binding with double gold rule border surrounding title and author in gold and illustration in gold, white, and black of soldiers shoeing a mule. Signed in black Edwin Forbes and EM appears in a circle. Design must be based on a Forbes illustration","19","cm","Height","Covers (Illustration)","lctgm","tgm002670","166868","4780","b26843699bk.jpg|b26843699sp.jpg|b26843699fr.jpg",""
"b11835382fr.tif","art of the National gallery","1","","The art of the National gallery","General view","Addison, Julia de Wolf Gibbs. The art of the National gallery. Boston: L.C. Page & company, 1906.","Book","<a href=""http://libraries.colorado.edu/record=b1183538~S3"" target=""_blank"">http://libraries.colorado.edu/record=b1183538~S3</a>","URI","N1070 .A9 1906x Pub Binding","Publishers' cloth bindings United States 20th century","descriptiveTopics","rbbin","","Flowers","descriptiveTopics","lctgm","tgm004141","Lions","descriptiveTopics","lctgm","tgm006015","Unicorns","descriptiveTopics","lctgm","tgm011215","Coats of arms","descriptiveTopics","lctgm","tgm002223","Crowns","descriptiveTopics","lctgm","tgm002776","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","42747904","fileSize","bytes","2008/02/06","Scan date","Digital image","aat","300215302","Addison, Julia de Wolf Gibbs","Personal","Author","Sacker, Amy M.","Personal","Binding designer","","","","","","","","","","","","","The art of the National gallery","Traditional","1906","Publication","Special Collections copy has publisher's blue cloth binding with design of the English royal coat of arms stamped in gold, dark blue and red on front cover and gold stamped lettering and roses on spine. Abbreviated design on spine. Designed by Amy Sacker.","20","cm","Height","Covers (Illustration)","lctgm","tgm002670","166922","4780","b11835382bk.jpg|b11835382sp.jpg|b11835382fr.jpg",""
"b26233617fr.tif","Arthur O'Shaughnessy, his life and his work","1","","Arthur O'Shaughnessy, his life and his work","General view","O'Shaughnessy, Arthur William Edgar. Arthur O'Shaughnessy, his life and his work. Chicago: Stone & Kimball, 1894.","Book","<a href=""http://libraries.colorado.edu/record=b2623361~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2623361~S3</a>","URI","PR5115.O4 M6 1894x Pub Binding","Publishers' cloth bindings United States 19th century","descriptiveTopics","rbbin","","Flowers","descriptiveTopics","lctgm","tgm004141","","","","","","","","","","","","","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","31,373,312","fileSize","bytes","2008/02/29","Scan date","Digital image","aat","300215302","O'Shaughnessy, Arthur William Edgar","Personal","Author","","","","","","","","","","","","","","","","Arthur O'Shaughnessy, his life and his work","Traditional","1894","Publication","Publisher's light green cloth binding with design in gold of lilies with author and title in banner on front and back covers.","18","cm","Height","Covers (Illustration)","lctgm","tgm002670","166976","4780","b26233617bk.jpg|b26233617sp.jpg|b26233617fr.jpg",""
"b26223016fr.tif","Artie","3","","Artie","General view","Ade, George. Artie. Chicago: H. S. Stone & co., 1896.","Book","<a href=""http://libraries.colorado.edu/record=b2622301~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2622301~S3</a>","URI","PS1006.A6 A7 1896x Pub Binding","Publishers' cloth binding United States 19th century","descriptiveTopics","rbbin","","Escutcheons (Heraldry)","descriptiveTopics","lctgm","tgm003659","","","","","","","","","","","","","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","31,066,616","fileSize","bytes","2008/02/29","Scan date","Digital image","aat","300215302","Ade, George","Personal","Author","McCuteheon, John T. (John Tinney)","Personal","Illustrator","","","","","","","","","","","","","Artie","Traditional","1896","Publication","Publisher's speckled blue cloth binding with design of yellow sheild in center and thin dark blue vertical lines and thicker dark blue border. On back cover the sheild has no color.","17","cm","Height","Covers (Illustration)","lctgm","tgm002670","167117","4780","b26223016fr.jpg|b26223016bk.jpg",""
"b25902878fr.tif","Artie","1","","Artie","General view","Ade, George. Artie. Chicago: H.S. Stone & Co., 1899.","Book","<a href=""http://libraries.colorado.edu/record=b2590287~S3"" target=""_blank"">http://libraries.colorado.edu/record=b2590287~S3</a>","URI","PS1006.A6 A7 1899x Pub Binding","Publishers' cloth bindings United States 19th century","descriptiveTopics","rbbin","","Escutcheons (Heraldry)","descriptiveTopics","lctgm","tgm003659","","","","","","","","","","","","","","","","","","","","","","","","","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","31,067,136","fileSize","bytes","2008/02/29","Scan date","Digital image","aat","300215302","Ade, George","Personal","Author","McCutcheon, John T. (John Tinney)","Personal","Illustrator","","","","","","","","","","","","","Artie","Traditional","1899","Publication","Publisher's speckled blue cloth binding with design of yellow sheild in center and thin dark blue vertical lines and thicker dark blue border. On back cover the sheild has no color.","17.5","cm","Height","Covers (Illustration)","lctgm","tgm002670","167027","4780","b25902878bk.jpg|b25902878sp.jpg|b25902878fr.jpg",""
"b10445006fr.tif","Ask mama; or, The richest commoner in England.","1","","Ask mama; or, The richest commoner in England","General view","Surtees, Robert Smith. Ask mama; or, The richest commoner in England. London: Bradbury, Agnew, & Co., 1858.","Book","<a href=""http://libraries.colorado.edu/record=b1044500~S3"" target=""_blank"">http://libraries.colorado.edu/record=b1044500~S3</a>","URI","PR5499.S4 A8 1858ax Pub Binding","Lithographs","descriptiveTopics","gmgpc","","Woodcuts","descriptiveTopics","gmgpc","","Pictorial cloth binding England 19th century","descriptiveTopics","rbbin","","Hunting dogs","descriptiveTopics","lctgm","tgm005222","Men","descriptiveTopics","lctgm","tgm006438","Foxes","descriptiveTopics","lctgm","tgm004263","Women","descriptiveTopics","lctgm","tgm011765","Courtship","descriptiveTopics","lctgm","tgm002662","Publishers' Bindings Collection","University of Colorado Libraries. Special Collections Department","The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. https://rightsstatements.org/page/UND/1.0/?language=en","600","resolution","ppi","24 color","bitDepth","bit","55,172,400","fileSize","bytes","2008/02/15","Scan date","Digital image","aat","300215302","Surtees, Robert Smith","Personal","Author","Leech, John","Personal","Illustrator","","","","","","","","","","","","","Ask mama; or, The richest commoner in England","Traditional","1858","Publication","Publisher's red cloth binding with design on front cover in gold and black of man and woman surrounded by border of fox and hounds in black and gold. Spine has design in gold and black of horseman. Blind line frame stamped on back. Bevelled boards.","","","","Covers (Illustration)","lctgm","tgm002670","167135","4780","b10445006bk.jpg|b10445006sp.jpg|b10445006fr.jpg",""
